roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade
std-1851,male,group B,bachelor's degree,1,0,41,47,72,62,222,C
std-1852,male,group D,some college,1,1,82,58,87,91,318,B
std-1853,male,group C,high school,1,0,23,100,99,37,259,B
std-1854,male,group B,some high school,1,0,44,57,60,29,190,D
std-1855,male,group E,some college,0,1,55,46,34,46,181,D
std-1856,male,group B,associate's degree,0,0,34,88,83,75,280,B
std-1857,male,group C,some high school,1,0,44,77,60,94,275,B
std-1858,male,group D,high school,1,0,53,76,74,82,285,B
std-1859,male,group D,bachelor's degree,1,0,16,76,97,9,198,D
std-1860,male,group C,some college,1,0,29,73,64,37,203,C
std-1861,male,group C,master's degree,1,1,65,94,83,35,277,B
std-1862,male,group B,some college,1,0,57,58,89,52,256,B
std-1863,male,group A,high school,0,0,39,67,61,83,250,B
std-1864,male,group C,some college,1,0,90,77,70,76,313,B
std-1865,male,group B,bachelor's degree,0,0,35,77,46,96,254,B
std-1866,male,group C,associate's degree,0,0,40,79,58,12,189,D
std-1867,male,group D,associate's degree,0,0,73,34,60,20,187,D
std-1868,male,group B,master's degree,1,1,92,43,60,65,260,B
std-1869,male,group C,high school,1,0,75,79,91,50,295,B
std-1870,male,group E,some college,0,0,63,44,39,46,192,D
std-1871,male,group D,some college,1,0,77,62,95,46,280,B
std-1872,male,group D,some college,1,1,55,81,54,38,228,C
std-1873,male,group B,master's degree,0,0,80,81,87,88,336,A
std-1874,male,group C,bachelor's degree,0,0,48,76,71,68,263,B
std-1875,male,group E,master's degree,0,0,28,100,94,45,267,B
std-1876,male,group D,high school,0,1,27,33,70,74,204,C
std-1877,male,group B,master's degree,1,0,25,58,64,31,178,D
std-1878,male,group C,bachelor's degree,0,0,40,84,42,74,240,C
std-1879,male,group C,bachelor's degree,0,0,30,96,64,83,273,B
std-1880,male,group C,bachelor's degree,1,0,81,57,71,100,309,B
std-1881,male,group D,master's degree,1,0,58,55,53,49,215,C
std-1882,male,group B,high school,0,0,17,92,92,52,253,B
std-1883,male,group C,associate's degree,1,0,11,43,54,32,140,Fail
std-1884,male,group E,bachelor's degree,1,1,37,70,59,42,208,C
std-1885,male,group C,bachelor's degree,1,0,79,97,94,82,352,A
std-1886,male,group A,master's degree,1,0,31,85,70,60,246,C
std-1887,male,group C,high school,1,0,64,71,51,100,286,B
std-1888,male,group D,associate's degree,0,1,39,81,65,35,220,C
std-1889,male,group C,some high school,1,1,40,100,61,57,258,B
std-1890,male,group E,high school,0,0,28,78,93,85,284,B
std-1891,male,group D,some college,0,0,42,61,65,91,259,B
std-1892,male,group E,bachelor's degree,0,1,62,64,52,43,221,C
std-1893,male,group B,some college,1,0,32,66,81,76,255,B
std-1894,male,group E,some college,0,1,54,71,60,23,208,C
std-1895,male,group E,high school,1,0,27,67,65,87,246,C
std-1896,male,group D,bachelor's degree,1,0,32,80,48,26,186,D
std-1897,male,group D,associate's degree,1,0,10,79,80,44,213,C
std-1898,male,group D,some college,1,1,74,98,25,68,265,B
std-1899,male,group E,associate's degree,0,0,23,89,73,57,242,C
std-1900,male,group E,master's degree,0,0,53,67,41,76,237,C
std-1901,male,group E,some high school,1,1,57,63,36,50,206,C
std-1902,male,group B,bachelor's degree,0,0,66,44,50,79,239,C
std-1903,male,group B,bachelor's degree,0,1,90,79,54,100,323,A
std-1904,male,group B,associate's degree,1,1,18,74,85,18,195,D
std-1905,male,group E,some college,1,0,52,80,56,61,249,C
std-1906,male,group C,associate's degree,0,0,55,100,79,57,291,B
std-1907,male,group C,bachelor's degree,0,0,8,62,73,56,199,D
std-1908,male,group C,master's degree,1,1,33,92,64,66,255,B
std-1909,male,group D,some high school,0,1,54,75,71,85,285,B
std-1910,male,group D,high school,0,0,45,66,58,70,239,C
std-1911,male,group D,bachelor's degree,0,0,86,43,88,64,281,B
std-1912,male,group C,associate's degree,0,0,13,62,33,31,139,Fail
std-1913,male,group C,some college,1,0,41,75,54,99,269,B
std-1914,male,group A,some high school,1,1,35,76,62,21,194,D
std-1915,male,group C,some college,1,0,48,91,37,70,246,C
std-1916,male,group A,bachelor's degree,1,1,83,34,75,51,243,C
std-1917,male,group A,associate's degree,1,0,71,73,79,48,271,B
std-1918,male,group C,associate's degree,1,1,51,25,55,63,194,D
std-1919,male,group C,master's degree,1,1,48,73,41,77,239,C
std-1920,male,group C,associate's degree,0,0,28,72,63,54,217,C
std-1921,male,group C,bachelor's degree,0,0,27,81,55,60,223,C
std-1922,male,group B,some college,1,1,65,58,81,47,251,B
std-1923,male,group C,high school,0,0,81,100,78,83,342,A
std-1924,male,group D,high school,0,0,84,87,52,79,302,B
std-1925,male,group D,some college,0,0,23,90,94,70,277,B
std-1926,male,group D,associate's degree,1,0,36,87,54,52,229,C
std-1927,male,group C,bachelor's degree,1,1,68,61,72,78,279,B
std-1928,male,group D,some high school,0,0,23,98,57,42,220,C
std-1929,male,group C,high school,1,0,52,79,86,67,284,B
std-1930,male,group C,high school,1,1,37,77,63,64,241,C
std-1931,male,group D,associate's degree,1,0,32,45,53,39,169,D
std-1932,male,group E,associate's degree,1,1,37,50,89,68,244,C
std-1933,male,group B,associate's degree,0,0,47,45,61,34,187,D
std-1934,male,group D,associate's degree,0,0,69,65,55,46,235,C
std-1935,male,group D,some high school,0,0,56,100,51,42,249,C
std-1936,male,group B,some college,0,0,27,91,80,63,261,B
std-1937,male,group C,high school,0,1,38,70,76,63,247,C
std-1938,male,group A,bachelor's degree,1,1,72,78,91,67,308,B
std-1939,male,group E,some high school,1,0,49,100,43,66,258,B
std-1940,male,group D,associate's degree,1,1,37,76,68,14,195,D
std-1941,male,group B,high school,0,0,77,82,75,65,299,B
std-1942,male,group C,some college,1,0,63,41,97,63,264,B
std-1943,male,group B,some high school,0,0,82,60,70,55,267,B
std-1944,male,group D,some college,1,0,43,53,27,72,195,D
std-1945,male,group B,some college,1,0,58,66,100,35,259,B
std-1946,male,group D,bachelor's degree,1,0,22,41,34,61,158,D
std-1947,male,group C,high school,0,0,79,45,82,76,282,B
std-1948,male,group C,some college,0,1,50,51,71,36,208,C
std-1949,male,group C,associate's degree,0,0,23,35,76,68,202,C
std-1950,male,group A,some college,0,1,91,87,74,58,310,B
std-1951,male,group B,some high school,1,1,100,94,66,60,320,A
std-1952,male,group B,high school,0,0,47,66,100,47,260,B
std-1953,male,group E,some high school,1,0,69,96,100,73,338,A
std-1954,male,group C,some college,1,0,90,68,94,10,262,B
std-1955,male,group A,some college,1,0,47,49,80,50,226,C
std-1956,male,group C,bachelor's degree,1,0,74,76,89,71,310,B
std-1957,male,group D,some high school,0,0,37,71,57,57,222,C
std-1958,male,group C,associate's degree,0,1,61,85,80,48,274,B
std-1959,male,group D,bachelor's degree,1,1,86,55,78,88,307,B
std-1960,male,group C,associate's degree,1,0,87,77,46,92,302,B
std-1961,male,group D,bachelor's degree,1,1,100,100,51,81,332,A
std-1962,male,group B,some college,0,0,60,63,51,48,222,C
std-1963,male,group B,some high school,0,1,77,99,36,69,281,B
std-1964,male,group E,some college,0,0,60,77,12,11,160,D
std-1965,male,group B,some high school,1,0,55,78,71,93,297,B
std-1966,male,group C,bachelor's degree,1,0,64,86,52,56,258,B
std-1967,male,group C,master's degree,1,0,15,77,43,37,172,D
std-1968,male,group B,high school,1,0,34,45,77,58,214,C
std-1969,male,group C,some college,1,1,40,83,65,69,257,B
std-1970,male,group D,master's degree,1,0,30,23,72,56,181,D
std-1971,male,group C,high school,1,1,34,62,33,52,181,D
std-1972,male,group C,bachelor's degree,1,0,30,67,79,69,245,C
std-1973,male,group D,bachelor's degree,0,0,24,70,67,96,257,B
std-1974,male,group B,master's degree,1,0,44,50,53,57,204,C
std-1975,male,group D,some college,1,0,62,70,83,88,303,B
std-1976,male,group B,associate's degree,1,0,81,77,71,74,303,B
std-1977,male,group B,master's degree,1,0,16,71,61,45,193,D
std-1978,male,group C,some high school,1,0,80,100,89,73,342,A
std-1979,male,group A,some high school,0,1,70,100,49,32,251,B
std-1980,male,group C,associate's degree,1,0,45,57,49,100,251,B
std-1981,male,group E,some college,0,0,30,93,49,88,260,B
std-1982,male,group B,associate's degree,1,0,38,44,90,28,200,C
std-1983,male,group C,some college,0,0,12,98,72,65,247,C
std-1984,male,group C,associate's degree,0,0,35,74,46,100,255,B
std-1985,male,group C,some college,0,1,58,53,100,36,247,C
std-1986,male,group D,some high school,0,1,10,90,79,29,208,C
std-1987,male,group D,some college,1,0,97,78,60,72,307,B
std-1988,male,group B,associate's degree,0,0,50,86,64,58,258,B
std-1989,male,group D,high school,0,0,39,75,62,36,212,C
std-1990,male,group A,associate's degree,0,1,58,93,67,48,266,B
std-1991,male,group D,some high school,1,0,15,100,100,73,288,B
std-1992,male,group D,master's degree,1,1,51,62,27,76,216,C
std-1993,male,group B,some high school,1,0,98,90,90,80,358,A
std-1994,male,group E,some college,0,1,38,80,70,74,262,B
std-1995,male,group A,high school,0,1,83,72,74,87,316,B
std-1996,male,group C,high school,1,0,24,90,100,70,284,B
std-1997,male,group C,associate's degree,1,0,29,44,38,77,188,D
std-1998,male,group D,high school,0,0,45,41,51,46,183,D
std-1999,male,group C,high school,1,1,74,87,46,44,251,B
